id,name,category,source,lat,lon,wikidata_qid,matched_wikipedia_title,grounding_text,grounding_distance_m,boundary_municipality,grounding_status
overture:Galpão Bela Maré:-22.85380:-43.24681,Galpão Bela Maré,cultural_center,overture,-22.853801727294922,-43.24680709838867,,,,,,no_match
overture:Casarão Santa Teresa:-22.93140:-43.19787,Casarão Santa Teresa,topic_concert_venue,overture,-22.93140411376953,-43.197872161865234,,,,,,no_match
overture:Casa Rústica Festas & Eventos:-22.90784:-43.54114,Casa Rústica Festas & Eventos,monument,overture,-22.907835006713867,-43.541141510009766,,,,,,no_match
overture:Muzema Cit:-22.99031:-43.32258,Muzema Cit,museum,overture,-22.990306854248047,-43.32258224487305,,,,,,no_match
wikidata:Solar del Rei:-22.75974:-43.10930,Solar del Rei,heritage_site,wikidata,-22.759742,-43.109302,Q104907436,,,,,no_match
overture:Largo Alexandre Herculano:-22.90582:-43.18209,Largo Alexandre Herculano,landmark_and_historical_building,overture,-22.90581512451172,-43.18209457397461,,,,,,no_match
overture:Palácio Pedro Ernesto:-22.90985:-43.17664,Palácio Pedro Ernesto,landmark_and_historical_building,overture,-22.909854888916016,-43.17664337158203,,,,,,no_match
overture:Museu Casa França Brasil:-22.90557:-43.19355,Museu Casa França Brasil,museum,overture,-22.90557289123535,-43.19355392456055,,,,,,no_match
overture:Salgueiro Histórico:-22.92198:-43.24410,Salgueiro Histórico,topic_concert_venue,overture,-22.92198371887207,-43.24409866333008,,,,,,no_match
overture:Casa de Arte e Cultura Julieta de Serpa:-22.93641:-43.17448,Casa de Arte e Cultura Julieta de Serpa,cultural_center,overture,-22.936410903930664,-43.17448043823242,,,,,,no_match
overture:Feira das Yabás:-22.86780:-43.34438,Feira das Yabás,topic_concert_venue,overture,-22.8677978515625,-43.344383239746094,,,,,,no_match
"overture:Vasco da Gama, Rio de Janeiro:-22.89194:-43.22695","Vasco da Gama, Rio de Janeiro",landmark_and_historical_building,overture,-22.891944885253906,-43.22694778442383,,"Vasco da Gama, Rio de Janeiro","Vasco da Gama is a neighborhood of Rio de Janeiro, Brazil. It was created in honor of the centenary of the football club CR Vasco da Gama in 1998, where its stadium, São Januário, is located. The club was named after the Portuguese explorer Vasco da Gama. Until 1997, it was part of the São Cristóvão neighborhood.",0,Rio de Janeiro,ok
overture:Museu Casa do Pontal:-23.02386:-43.51019,Museu Casa do Pontal,art_museum,overture,-23.02385902404785,-43.510189056396484,,,,,,no_match
overture:Centro Cultural Lagoa:-22.96590:-43.20334,Centro Cultural Lagoa,cultural_center,overture,-22.96590232849121,-43.203338623046875,,,,,,no_match
overture:Palácio de são cristóvão:-22.90583:-43.22445,Palácio de são cristóvão,landmark_and_historical_building,overture,-22.905834197998047,-43.22444534301758,,Paço de São Cristóvão,"Paço de São Cristóvão (Portuguese pronunciation: [ˈpasu d(ʒi) sɐ̃w kɾisˈtɔvɐ̃w]; English: Palace of Saint Christopher; also known as Palácio Imperial or Palácio Imperial de São Cristóvão) was an imperial palace located in the Quinta da Boa Vista park in the Imperial Neighbourhood of São Cristóvão, Rio de Janeiro, Brazil. It served as residence to the Portuguese royal family and later to the Brazilian imperial family until 1889, when the country became a republic through a coup d'état deposing Emperor Pedro II. The palace briefly served as a public building by the provisional government for the constituent assembly of the first republican constitution. It housed the major part (92.5%) of the collections of the National Museum of Brazil, which, together with the building, were largely destroyed by a fire on 2 September 2018. The palace was reopened after restoration in 2025.",146,Rio de Janeiro,ok
overture:Lona Cultural Jacob do Bandolim:-22.89737:-43.35273,Lona Cultural Jacob do Bandolim,cultural_center,overture,-22.89737319946289,-43.35273361206055,,,,,,no_match
overture:Lona Cultural de Anchieta:-22.82546:-43.40273,Lona Cultural de Anchieta,cultural_center,overture,-22.825456619262695,-43.40272521972656,,,,,,no_match
overture:grande cia. de mystérios e novidades:-22.89766:-43.19271,grande cia. de mystérios e novidades,art_museum,overture,-22.897661209106445,-43.19271469116211,,,,,,no_match
overture:Centro Cultural Casa da FEB:-22.91218:-43.17823,Centro Cultural Casa da FEB,cultural_center,overture,-22.91217803955078,-43.1782341003418,,,,,,no_match
overture:Centro Cultural FGV:-22.94097:-43.18013,Centro Cultural FGV,cultural_center,overture,-22.94097137451172,-43.18012619018555,,,,,,no_match
overture:Velha Guarda do Dendê:-22.79771:-43.19326,Velha Guarda do Dendê,cultural_center,overture,-22.797710418701172,-43.19325637817383,,,,,,no_match
overture:Renascença Clube:-22.92433:-43.24929,Renascença Clube,cultural_center,overture,-22.924327850341797,-43.24929428100586,,,,,,no_match
overture:Marechal Hermes:-22.85624:-43.37374,Marechal Hermes,landmark_and_historical_building,overture,-22.85624122619629,-43.37373733520508,,,,,,no_match
overture:Mirante do Cristo. BR 040. Serra de Petropolis:-22.90020:-43.23320,Mirante do Cristo. BR 040. Serra de Petropolis,monument,overture,-22.90020179748535,-43.23320007324219,,,,,,no_match
overture:Centro Cultural Correia Lima:-22.92682:-43.17942,Centro Cultural Correia Lima,cultural_center,overture,-22.92682456970215,-43.179420471191406,,,,,,no_match
overture:Fazenda Imperial de Santa Cruz:-22.91000:-43.68531,Fazenda Imperial de Santa Cruz,landmark_and_historical_building,overture,-22.910003662109375,-43.685306549072266,,Santa Cruz Estate,"The Santa Cruz Estate is a former imperial country retreat in Santa Cruz, Rio de Janeiro. Originally a Jesuit estate and convent dating from 1570, it became a residence of the Portuguese viceroys in Brazil at the end of the 18th century. When King John VI and the royal family moved the court to Brazil in 1808, the palace became a royal residence. After the King's return to Portugal, the Prince Regent Pedro I continued to use the palace. Upon his marriage to Princess Leopoldina in 1818, they spent their honeymoon in the palace. The estate became one of the imperial palaces with the independence of Brazil in 1822. Emperor Pedro II later used the palace as a summer residence.
Following proclamation of a republic in 1889, the palace was converted to a military school. It has continued to function as an academy to the present.",1,Rio de Janeiro,ok
overture:Arcos da Lapa:-22.91285:-43.17978,Arcos da Lapa,landmark_and_historical_building,overture,-22.912853240966797,-43.179779052734375,,,,,,no_match
overture:Mast:-22.89592:-43.22304,Mast,history_museum,overture,-22.895915985107422,-43.22304153442383,,,,,,no_match
overture:Casa de Cultura Laura Alvim:-22.98658:-43.19923,Casa de Cultura Laura Alvim,cultural_center,overture,-22.9865779876709,-43.19922637939453,,,,,,no_match
overture:Forte De Copacabana - Jornal Extra:-22.98330:-43.18955,Forte De Copacabana - Jornal Extra,topic_concert_venue,overture,-22.98330307006836,-43.189552307128906,,,,,,no_match
overture:Museu dos Azulejos:-22.85662:-43.32791,Museu dos Azulejos,museum,overture,-22.85662269592285,-43.32790756225586,,,,,,no_match
"overture:Fortaleza De Sao João, Urca:-22.83379:-43.31466","Fortaleza De Sao João, Urca",landmark_and_historical_building,overture,-22.833791732788086,-43.314659118652344,,,,,,no_match
overture:Ladeira Dos Tabajaras:-22.96518:-43.18890,Ladeira Dos Tabajaras,landmark_and_historical_building,overture,-22.965179443359375,-43.188899993896484,,,,,,no_match
"overture:Santa Teresa, Largo Das Neves:-22.91716:-43.19015","Santa Teresa, Largo Das Neves",topic_concert_venue,overture,-22.91716194152832,-43.19015121459961,,,,,,no_match
overture:Centro Cultural Silva Tavares:-22.87751:-43.34251,Centro Cultural Silva Tavares,cultural_center,overture,-22.877506256103516,-43.34251403808594,,,,,,no_match
overture:Forte Duque de Caxias:-22.96197:-43.16481,Forte Duque de Caxias,history_museum,overture,-22.961973190307617,-43.1648063659668,,,,,,no_match
overture:Museu Vascaino:-22.89118:-43.22891,Museu Vascaino,museum,overture,-22.89118003845215,-43.22890853881836,,,,,,no_match
overture:Associação de Amigos do Museu Aeroespacial:-22.88255:-43.39005,Associação de Amigos do Museu Aeroespacial,museum,overture,-22.882553100585938,-43.390045166015625,,,,,,no_match
overture:Caixa Cultural Rj:-22.90828:-43.17692,Caixa Cultural Rj,cultural_center,overture,-22.908283233642578,-43.17692184448242,,,,,,no_match
overture:Polo Novo Rio Antigo:-22.90826:-43.18393,Polo Novo Rio Antigo,landmark_and_historical_building,overture,-22.90826416015625,-43.18393325805664,,,,,,no_match
overture:Parque das Ruínas / Museu da Chácara do Céu:-22.91279:-43.17715,Parque das Ruínas / Museu da Chácara do Céu,museum,overture,-22.912790298461914,-43.177146911621094,,,,,,no_match
overture:Monumento a São Sebastião:-22.92189:-43.17419,Monumento a São Sebastião,monument,overture,-22.921894073486328,-43.1741943359375,,,,,,no_match
overture:Ddp Diretoria:-22.97994:-43.22676,Ddp Diretoria,monument,overture,-22.97994041442871,-43.22675704956055,,,,,,no_match
overture:Museu Cartográfico do Seviço Geográfico do Exército:-22.89968:-43.18273,Museu Cartográfico do Seviço Geográfico do Exército,museum,overture,-22.899677276611328,-43.1827278137207,,,,,,no_match
overture:Paço Real:-22.90393:-43.22131,Paço Real,landmark_and_historical_building,overture,-22.903932571411133,-43.22130584716797,,,,,,no_match
overture:Colônia de Pescadores Z-14:-23.00250:-43.64121,Colônia de Pescadores Z-14,museum,overture,-23.002498626708984,-43.64120864868164,,,,,,no_match
overture:Museu Mar Praça Mauá:-22.99924:-43.24754,Museu Mar Praça Mauá,history_museum,overture,-22.999235153198242,-43.247535705566406,,,,,,no_match
overture:Quadra Da Unidos De Padre Miguel:-22.87079:-43.44744,Quadra Da Unidos De Padre Miguel,topic_concert_venue,overture,-22.870786666870117,-43.447444915771484,,,,,,no_match
overture:Casa de Cultura José Bonifácio:-22.76375:-43.10957,Casa de Cultura José Bonifácio,art_museum,overture,-22.763750076293945,-43.10957336425781,,,,,,no_match
overture:Centro cultural Pedro II - Santíssimo:-22.88464:-43.55293,Centro cultural Pedro II - Santíssimo,cultural_center,overture,-22.8846378326416,-43.55292892456055,,,,,,no_match
overture:GRES Unidos de Vila Isabel:-22.91373:-43.23657,GRES Unidos de Vila Isabel,topic_concert_venue,overture,-22.91373062133789,-43.236568450927734,,,,,,no_match
overture:Жардим Ботанико (исторический район Рио-де-Жанейро):-22.96667:-43.21667,Жардим Ботанико (исторический район Рио-де-Жанейро),landmark_and_historical_building,overture,-22.96666717529297,-43.21666717529297,,,,,,no_match
overture:Monumento à Princesa Isabel:-22.96397:-43.17402,Monumento à Princesa Isabel,monument,overture,-22.963966369628906,-43.17401885986328,,,,,,no_match
overture:Palácio de Kensington:-22.93295:-43.18328,Palácio de Kensington,monument,overture,-22.932954788208008,-43.183284759521484,,,,,,no_match
overture:Sítio Arqueológico Casa dos Pilões:-22.96798:-43.22710,Sítio Arqueológico Casa dos Pilões,history_museum,overture,-22.967981338500977,-43.22710037231445,,,,,,no_match
wikidata:Igreja de São José:-22.90450:-43.17410,Igreja de São José,heritage_site,wikidata,-22.9045,-43.1741,Q64578365,,,,,no_match
overture:Estação Vlt - Parada dos Museus:-22.89281:-43.19192,Estação Vlt - Parada dos Museus,museum,overture,-22.892812728881836,-43.19192123413086,,,,,,no_match
overture:Centro Cultural Municipal Parque das Ruínas:-22.91747:-43.18248,Centro Cultural Municipal Parque das Ruínas,cultural_center,overture,-22.917470932006836,-43.18247985839844,,,,,,no_match
overture:A Casa dos Budas Ditosos:-22.90265:-43.28197,A Casa dos Budas Ditosos,monument,overture,-22.902650833129883,-43.2819709777832,,,,,,no_match
overture:Sitio Histórico Monte Zumba:-22.98735:-43.27915,Sitio Histórico Monte Zumba,museum,overture,-22.98735237121582,-43.27914810180664,,,,,,no_match
overture:Lona Cultural de Jacarepaguá:-22.92414:-43.35836,Lona Cultural de Jacarepaguá,topic_concert_venue,overture,-22.92413902282715,-43.35835647583008,,,,,,no_match
wikidata:Pinturas de Leandro Joaquim:-22.91746:-43.18409,Pinturas de Leandro Joaquim,heritage_site,wikidata,-22.917465,-43.184089,Q111923608,,,,,no_match
overture:Mam - Museu de Arte Moderna:-22.88981:-43.27639,Mam - Museu de Arte Moderna,modern_art_museum,overture,-22.88981056213379,-43.27638626098633,,,,,,no_match
overture:Aldeia Maracanã:-22.91103:-43.22773,Aldeia Maracanã,art_museum,overture,-22.911029815673828,-43.22772979736328,,,,,,no_match
overture:Casa Amarela centro cultural e atelier:-22.85329:-43.36957,Casa Amarela centro cultural e atelier,cultural_center,overture,-22.853288650512695,-43.369571685791016,,,,,,no_match
overture:Centro Cultural do Ministerio da Saude:-22.90480:-43.16955,Centro Cultural do Ministerio da Saude,cultural_center,overture,-22.904802322387695,-43.169551849365234,,,,,,no_match
overture:Museu Amsterdam Sauer:-22.98337:-43.21254,Museu Amsterdam Sauer,museum,overture,-22.98337173461914,-43.21253967285156,,,,,,no_match
overture:Sambadromo:-22.97485:-43.18774,Sambadromo,topic_concert_venue,overture,-22.974849700927734,-43.18773651123047,,,,,,no_match
overture:Centro Cultural Mordechai Anilevitch:-22.95189:-43.19150,Centro Cultural Mordechai Anilevitch,cultural_center,overture,-22.951889038085938,-43.191497802734375,,,,,,no_match
overture:Lona Cultural Municipal Jacob do Bandolim:-22.92399:-43.35865,Lona Cultural Municipal Jacob do Bandolim,cultural_center,overture,-22.92399024963379,-43.358646392822266,,,,,,no_match
overture:Onde Tudo Começou - OTC:-22.90582:-43.22657,Onde Tudo Começou - OTC,museum,overture,-22.905824661254883,-43.226566314697266,,,,,,no_match
feiras_registry:Feira de Tijuca (Sexta-Feira):-22.92065:-43.22496,Feira de Tijuca (Sexta-Feira),recurring_cultural_event,feiras_registry,-22.9206461,-43.2249591,,,,,,no_match
overture:Pedro II - Carvalho Ramos:-22.88773:-43.58929,Pedro II - Carvalho Ramos,cultural_center,overture,-22.88772964477539,-43.589290618896484,,,,,,no_match
overture:AssociaÇÃO Dos Amigos Do Museu Aeroespacial:-22.90240:-43.17410,AssociaÇÃO Dos Amigos Do Museu Aeroespacial,museum,overture,-22.90239906311035,-43.174095153808594,,,,,,no_match
"feiras_registry:Feira de Recreio Dos
Bandeirantes (Sábado):-23.02329:-43.48553","Feira de Recreio Dos
Bandeirantes (Sábado)",recurring_cultural_event,feiras_registry,-23.0232945,-43.4855252,,,,,,no_match
overture:Associação Cultural Espaço Carioca:-22.87378:-43.31511,Associação Cultural Espaço Carioca,cultural_center,overture,-22.873783111572266,-43.31510543823242,,,,,,no_match
overture:Museu da Marinha:-22.90052:-43.17472,Museu da Marinha,museum,overture,-22.900516510009766,-43.174720764160156,,,,,,no_match
overture:Sala Museal Artes e Idéias:-22.90167:-43.18148,Sala Museal Artes e Idéias,museum,overture,-22.90167236328125,-43.18148422241211,,,,,,no_match
overture:Espaço Cultural Rose Baiana - Palco Marina Garcia:-22.79026:-43.18498,Espaço Cultural Rose Baiana - Palco Marina Garcia,topic_concert_venue,overture,-22.790260314941406,-43.18498229980469,,,,,,no_match
overture:CCBB Rio de Janeiro:-22.90094:-43.17645,CCBB Rio de Janeiro,cultural_center,overture,-22.900941848754883,-43.17645263671875,,,,,,no_match
overture:Espaço Tom Jobim:-22.97078:-43.22482,Espaço Tom Jobim,cultural_center,overture,-22.970783233642578,-43.224822998046875,,,,,,no_match
overture:Meninas com Ciência - Museu Nacional/UFRJ:-22.90507:-43.22277,Meninas com Ciência - Museu Nacional/UFRJ,museum,overture,-22.905073165893555,-43.22277069091797,,,,,,no_match
overture:Museu da Imagem e do Som:-22.90578:-43.17094,Museu da Imagem e do Som,museum,overture,-22.905780792236328,-43.170936584472656,,,,,,no_match
"overture:Celaron's Step, Lapa:-22.91182:-43.18465","Celaron's Step, Lapa",monument,overture,-22.911823272705078,-43.18465042114258,,,,,,no_match
overture:Museu da Limpeza Urbana:-22.87881:-43.21182,Museu da Limpeza Urbana,museum,overture,-22.878807067871094,-43.21181869506836,,,,,,no_match
overture:Estátua do Bellini:-22.91347:-43.22778,Estátua do Bellini,monument,overture,-22.91346549987793,-43.227783203125,,,,,,no_match
overture:Museu da Imagem e do Som (MIS):-22.97860:-43.18895,Museu da Imagem e do Som (MIS),museum,overture,-22.978595733642578,-43.18894958496094,,,,,,no_match
overture:Centro Cultural Santa Cruz Dr. Antônio Nicolau Jorge:-22.92345:-43.69308,Centro Cultural Santa Cruz Dr. Antônio Nicolau Jorge,cultural_center,overture,-22.923450469970703,-43.693077087402344,,,,,,no_match
overture:Monumento à Paz Mundial:-22.91053:-43.16861,Monumento à Paz Mundial,monument,overture,-22.910526275634766,-43.16860580444336,,,,,,no_match
overture:Centro Cultural Pedro II - Posse:-22.88286:-43.55149,Centro Cultural Pedro II - Posse,cultural_center,overture,-22.882858276367188,-43.55149459838867,,,,,,no_match
overture:Museu de Folclore Edison Carneiro:-22.93129:-43.17467,Museu de Folclore Edison Carneiro,history_museum,overture,-22.931289672851562,-43.1746711730957,,,,,,no_match
overture:Centro Cultural AfroRio:-22.87791:-43.32758,Centro Cultural AfroRio,cultural_center,overture,-22.877906799316406,-43.32757568359375,,,,,,no_match
overture:Museu Histórico de Campos dos Goytacazes:-22.93385:-43.17990,Museu Histórico de Campos dos Goytacazes,museum,overture,-22.933853149414062,-43.179901123046875,,,,,,no_match
overture:Centro Cultural Nossa Senhora das Mercês:-22.80789:-43.37109,Centro Cultural Nossa Senhora das Mercês,cultural_center,overture,-22.807893753051758,-43.371089935302734,,,,,,no_match
overture:Centro Cultural e Universitário de Botafogo:-22.95571:-43.18745,Centro Cultural e Universitário de Botafogo,cultural_center,overture,-22.955713272094727,-43.18745040893555,,,,,,no_match
overture:Palácio das Águias - Museu da República:-22.93322:-43.17540,Palácio das Águias - Museu da República,history_museum,overture,-22.93321990966797,-43.1754035949707,,,,,,no_match
overture:Casa Cambaio:-22.89220:-43.58385,Casa Cambaio,museum,overture,-22.892200469970703,-43.5838508605957,,,,,,no_match
overture:Centro Cultural Banco Do Brasil:-22.80200:-43.20460,Centro Cultural Banco Do Brasil,cultural_center,overture,-22.802000045776367,-43.2046012878418,,,,,,no_match
overture:Centro Cultural Cecília Conde:-22.85952:-43.26014,Centro Cultural Cecília Conde,cultural_center,overture,-22.859516143798828,-43.26013946533203,,,,,,no_match
overture:Casa Rosa da Gávea:-22.97883:-43.23455,Casa Rosa da Gávea,cultural_center,overture,-22.978830337524414,-43.23455047607422,,,,,,no_match
overture:Museu e Centro Cultural da Casa da Moeda do Brasil:-22.90767:-43.18674,Museu e Centro Cultural da Casa da Moeda do Brasil,history_museum,overture,-22.90767478942871,-43.186737060546875,,,,,,no_match
overture:Ecomuseu de Sepetiba:-22.97085:-43.70991,Ecomuseu de Sepetiba,museum,overture,-22.97085189819336,-43.70990753173828,,,,,,no_match
overture:Centro Cultural Phabrika de Arthes:-22.82617:-43.35363,Centro Cultural Phabrika de Arthes,cultural_center,overture,-22.826168060302734,-43.353633880615234,,,,,,no_match
overture:Pau-brasil:-22.96973:-43.22517,Pau-brasil,landmark_and_historical_building,overture,-22.9697265625,-43.22516632080078,,,,,,no_match
overture:Areninha Cultural Renato Russo:-22.80505:-43.17955,Areninha Cultural Renato Russo,cultural_center,overture,-22.8050479888916,-43.1795539855957,,,,,,no_match
overture:Centro cultural tia Eulália:-22.86504:-43.33367,Centro cultural tia Eulália,cultural_center,overture,-22.86504364013672,-43.33366775512695,,,,,,no_match
overture:Museu Arqueológico e Histórico de Lima:-23.02842:-43.47789,Museu Arqueológico e Histórico de Lima,history_museum,overture,-23.028419494628906,-43.47789001464844,,,,,,no_match
overture:Petit Trianon:-22.90942:-43.17274,Petit Trianon,art_museum,overture,-22.9094181060791,-43.17273712158203,,,,,,no_match
overture:Museu Aeroterrestre:-22.85926:-43.38924,Museu Aeroterrestre,history_museum,overture,-22.859264373779297,-43.38923645019531,,,,,,no_match
overture:Statue General Osorio:-22.90317:-43.17460,Statue General Osorio,monument,overture,-22.90317153930664,-43.174598693847656,,,,,,no_match
overture:Ateliê Esmero Único:-22.76746:-43.11024,Ateliê Esmero Único,museum,overture,-22.76746368408203,-43.11024475097656,,,,,,no_match
overture:Arena Cultural Dicró:-22.83920:-43.28770,Arena Cultural Dicró,cultural_center,overture,-22.839202880859375,-43.28770446777344,,,,,,no_match
overture:Casa de Artes e Culturas Percília Teles da Silva:-22.89181:-43.34465,Casa de Artes e Culturas Percília Teles da Silva,cultural_center,overture,-22.891809463500977,-43.34464645385742,,,,,,no_match
overture:Arco do Teles:-22.86372:-43.37260,Arco do Teles,landmark_and_historical_building,overture,-22.863719940185547,-43.37260055541992,,,,,,no_match
overture:Mesa do Imperado:-22.96851:-43.25685,Mesa do Imperado,landmark_and_historical_building,overture,-22.968505859375,-43.25685119628906,,,,,,no_match
overture:GRES Império Serrano:-22.89435:-43.19639,GRES Império Serrano,topic_concert_venue,overture,-22.894351959228516,-43.19639205932617,,,,,,no_match
overture:Nave do Conhecimento Engenhão - 1ª Arena E-sports Pública do BR:-22.89480:-43.29410,Nave do Conhecimento Engenhão - 1ª Arena E-sports Pública do BR,museum,overture,-22.894798278808594,-43.29410171508789,,,,,,no_match
overture:Centro Cultural Veneza:-22.95098:-43.17593,Centro Cultural Veneza,cultural_center,overture,-22.95098304748535,-43.175926208496094,,,,,,no_match
overture:Jardim Botânico - Museu de Tom Jobim:-22.96455:-43.22531,Jardim Botânico - Museu de Tom Jobim,museum,overture,-22.964548110961914,-43.22530746459961,,,,,,no_match
overture:Centro Cultural Lóttus:-22.90509:-43.29285,Centro Cultural Lóttus,cultural_center,overture,-22.905094146728516,-43.29285430908203,,,,,,no_match
overture:Casa de Arte e Cultura Luiz Januário:-22.92275:-43.22023,Casa de Arte e Cultura Luiz Januário,cultural_center,overture,-22.92275047302246,-43.2202262878418,,,,,,no_match
overture:Galeria Mestre Vitalino:-22.92574:-43.17659,Galeria Mestre Vitalino,art_museum,overture,-22.925739288330078,-43.17658996582031,,,,,,no_match
overture:Museu Mac Ibirapuera- São Paulo:-22.92437:-43.25622,Museu Mac Ibirapuera- São Paulo,history_museum,overture,-22.924373626708984,-43.256221771240234,,,,,,no_match
overture:Centro da Memória da Eletricidade no Brasil:-22.89855:-43.17907,Centro da Memória da Eletricidade no Brasil,history_museum,overture,-22.89855194091797,-43.179073333740234,,,,,,no_match
overture:Diretoria do Patrimônio Histórico e Documentação da Marinha:-22.90392:-43.17326,Diretoria do Patrimônio Histórico e Documentação da Marinha,museum,overture,-22.90392303466797,-43.17326354980469,,,,,,no_match
overture:MIS / Museu da Imagem e do Som:-22.91409:-43.17860,MIS / Museu da Imagem e do Som,museum,overture,-22.91408920288086,-43.17859649658203,,,,,,no_match
overture:Centro Cultural Ilha do Governador:-22.80045:-43.19773,Centro Cultural Ilha do Governador,cultural_center,overture,-22.80044937133789,-43.19773483276367,,,,,,no_match
overture:Estátua Pixinguinha:-22.90367:-43.17757,Estátua Pixinguinha,monument,overture,-22.903671264648438,-43.17757034301758,,,,,,no_match
overture:Teatro Clara Nunes:-22.96779:-43.23140,Teatro Clara Nunes,topic_concert_venue,overture,-22.967790603637695,-43.23140335083008,,,,,,no_match
overture:Centro Coreográfico:-22.92718:-43.23924,Centro Coreográfico,topic_concert_venue,overture,-22.927183151245117,-43.23923873901367,,,,,,no_match
overture:Centro Cultural Calça Larga:-22.92988:-43.22659,Centro Cultural Calça Larga,cultural_center,overture,-22.929880142211914,-43.226585388183594,,,,,,no_match
overture:Museu do Cocuruto:-22.95574:-43.16704,Museu do Cocuruto,museum,overture,-22.955738067626953,-43.16703796386719,,,,,,no_match
overture:Cine Lapa:-22.91375:-43.17929,Cine Lapa,topic_concert_venue,overture,-22.913753509521484,-43.179290771484375,,,,,,no_match
overture:Centro Cultural do Poder Judiciário (CCPJ-Rio):-22.90466:-43.17294,Centro Cultural do Poder Judiciário (CCPJ-Rio),cultural_center,overture,-22.9046630859375,-43.172935485839844,,,,,,no_match
overture:Mural de Eduardo Kobra em homenagem a Ayrton Senna:-22.91417:-43.17902,Mural de Eduardo Kobra em homenagem a Ayrton Senna,monument,overture,-22.914173126220703,-43.17902374267578,,,,,,no_match
overture:Académicos do Dendê Raízes:-22.79741:-43.19304,Académicos do Dendê Raízes,cultural_center,overture,-22.79741096496582,-43.19303512573242,,,,,,no_match
overture:Museu do Meio Ambiente:-22.97045:-43.22325,Museu do Meio Ambiente,museum,overture,-22.97044563293457,-43.22324752807617,,,,,,no_match
overture:Teatro Silvio Monteiro:-22.97154:-43.36233,Teatro Silvio Monteiro,topic_concert_venue,overture,-22.971542358398438,-43.362327575683594,,,,,,no_match
overture:Forte de Copacabana Rio de Janiero:-22.98367:-43.21163,Forte de Copacabana Rio de Janiero,history_museum,overture,-22.983673095703125,-43.211631774902344,,,,,,no_match
overture:Ecomuseu Ilha Grande:-22.85938:-43.49663,Ecomuseu Ilha Grande,museum,overture,-22.8593807220459,-43.49663162231445,,,,,,no_match
overture:Igreja Nossa Senhora do Rosário e São Benedito dos Homens Pretos - RJ:-22.89030:-43.23451,Igreja Nossa Senhora do Rosário e São Benedito dos Homens Pretos - RJ,history_museum,overture,-22.890295028686523,-43.23451232910156,,,,,,no_match
overture:CRAB - Centro Sebrae de Referência do Artesanato Brasileiro:-22.90767:-43.18382,CRAB - Centro Sebrae de Referência do Artesanato Brasileiro,cultural_center,overture,-22.907665252685547,-43.18381881713867,,,,,,no_match
overture:Ponto De Cultura Samba Teresa:-22.89420:-43.28885,Ponto De Cultura Samba Teresa,topic_concert_venue,overture,-22.894195556640625,-43.288848876953125,,,,,,no_match
overture:Instituto de Pesquisas das Culturas Negras:-22.91202:-43.18729,Instituto de Pesquisas das Culturas Negras,cultural_center,overture,-22.912015914916992,-43.18729019165039,,,,,,no_match
overture:Estátua de José Bonifácio:-22.90512:-43.18084,Estátua de José Bonifácio,monument,overture,-22.905115127563477,-43.18083572387695,,,,,,no_match
overture:Instituto Brasileiro de Museus - Ibram:-22.91745:-43.18290,Instituto Brasileiro de Museus - Ibram,museum,overture,-22.917451858520508,-43.18289566040039,,,,,,no_match
overture:Centro Cultural do Rio de Janeiro:-22.89856:-43.27171,Centro Cultural do Rio de Janeiro,cultural_center,overture,-22.898557662963867,-43.27170944213867,,,,,,no_match
overture:Instituto Cervantes:-22.94601:-43.18466,Instituto Cervantes,cultural_center,overture,-22.946006774902344,-43.18465805053711,,,,,,no_match
wikidata:Antigo Solar do Visconde do Rio Seco:-22.90747:-43.18379,Antigo Solar do Visconde do Rio Seco,heritage_site,wikidata,-22.907468,-43.183786,Q69362807,,,,,no_match
overture:Casa de Cultura Elbe de Holanda:-22.81745:-43.19964,Casa de Cultura Elbe de Holanda,cultural_center,overture,-22.81744956970215,-43.199642181396484,,,,,,no_match
overture:Centro Cultural Japão:-22.93235:-43.17491,Centro Cultural Japão,cultural_center,overture,-22.932350158691406,-43.17491149902344,,,,,,no_match
overture:Centro Cultural do Poder Judiciário - CCPJ-RJ:-22.90499:-43.17378,Centro Cultural do Poder Judiciário - CCPJ-RJ,cultural_center,overture,-22.904985427856445,-43.17378234863281,,,,,,no_match
overture:Museu Raymundo Ottoni Castro Maya:-22.91778:-43.18159,Museu Raymundo Ottoni Castro Maya,art_museum,overture,-22.917781829833984,-43.18159103393555,,,,,,no_match
overture:Museu de Odontologia Professor Salles Cunha:-22.92292:-43.21181,Museu de Odontologia Professor Salles Cunha,museum,overture,-22.922924041748047,-43.211814880371094,,,,,,no_match
"overture:Porto do Rio de Janeiro, Armazém 24.:-22.89166:-43.21445","Porto do Rio de Janeiro, Armazém 24.",topic_concert_venue,overture,-22.89166259765625,-43.21445083618164,,,,,,no_match
overture:Centro Cultural Carioca:-22.90631:-43.18180,Centro Cultural Carioca,cultural_center,overture,-22.906307220458984,-43.18179702758789,,,,,,no_match
overture:Museu da Escravidão e da Liberdade:-22.89622:-43.19428,Museu da Escravidão e da Liberdade,museum,overture,-22.896217346191406,-43.194278717041016,,,,,,no_match
overture:Casa Histórica de Deodoro:-22.90556:-43.19090,Casa Histórica de Deodoro,history_museum,overture,-22.90555763244629,-43.190895080566406,,,,,,no_match
overture:Museu do Esporte do Exercito:-22.94528:-43.16315,Museu do Esporte do Exercito,museum,overture,-22.945280075073242,-43.16314697265625,,,,,,no_match
